"","label","x","y","plot_type","plot_num","species"
"1027","mega",9568.40330250805,4286.04939128707,"path",0,"megarhyncha"
"1028","mega",9875.95564992775,4286.04939128707,"path",0,"megarhyncha"
"1029","mega",10193.393496883,4286.04939128707,"path",0,"megarhyncha"
"1030","mega",10521.0345879852,4286.04939128707,"path",0,"megarhyncha"
"1031","mega",10859.2068809497,4286.04939128707,"path",0,"megarhyncha"
"1032","mega",11208.2488748712,5369.99088733169,"path",0,"megarhyncha"
"1033","mega",11568.5099490493,5369.99088733169,"path",0,"megarhyncha"
"1034","mega",11940.3507127058,5369.99088733169,"path",0,"megarhyncha"
"1035","mega",12324.1433659424,5369.99088733169,"path",0,"megarhyncha"
"1036","mega",12720.2720723003,5369.99088733169,"path",0,"megarhyncha"
"1037","mega",13129.1333432949,5369.99088733169,"path",0,"megarhyncha"
"1038","mega",13551.1364353112,5369.99088733169,"path",0,"megarhyncha"
"1039","mega",13986.7037592545,5369.99088733169,"path",0,"megarhyncha"
"1040","mega",14436.2713033708,5369.99088733169,"path",0,"megarhyncha"
"1041","mega",14900.2890696554,5369.99088733169,"path",0,"megarhyncha"
"1042","mega",15379.22152429,5369.99088733169,"path",0,"megarhyncha"
"1043","mega",15873.5480625582,9846.98666128803,"path",0,"megarhyncha"
"1044","mega",16383.7634887035,9846.98666128803,"path",0,"megarhyncha"
"1045","mega",16910.378511212,9846.98666128803,"path",0,"megarhyncha"
"1046","mega",17453.9202540141,9846.98666128803,"path",0,"megarhyncha"
"1047","mega",18014.9327841184,9846.98666128803,"path",0,"megarhyncha"
"1048","mega",18593.9776562039,9846.98666128803,"path",0,"megarhyncha"
"1049","mega",19191.6344747178,9846.98666128803,"path",0,"megarhyncha"
"1050","mega",19808.5014740398,9846.98666128803,"path",0,"megarhyncha"
"1051","mega",20445.1961172945,9846.98666128803,"path",0,"megarhyncha"
"1052","mega",21102.3557144116,9846.98666128803,"path",0,"megarhyncha"
"1053","mega",21780.6380600514,9846.98666128803,"path",0,"megarhyncha"
"1054","mega",22480.7220920353,9846.98666128803,"path",0,"megarhyncha"
